complex,seed,id,ipSAE_max,ipSAE_min
5t0k,44,2,0.849394,0.333809
5t0k,44,3,0.84954,0.324518
5t0k,44,4,0.838314,0.31837
5tgi,42,0,0.847894,0.354114
5tgi,42,1,0.857474,0.367218
5tgi,42,2,0.864747,0.37403
5tgi,42,3,0.86371,0.36804
5tgi,42,4,0.842931,0.350711
5tgi,43,0,0.858012,0.366203
5tgi,43,1,0.844479,0.344041
5tgi,43,2,0.85307,0.355837
5tgi,43,3,0.856097,0.362509
5tgi,43,4,0.846526,0.35164
5tgi,44,0,0.859539,0.367656
5tgi,44,1,0.844023,0.355194
5tgi,44,2,0.85075,0.361358
5tgi,44,3,0.847571,0.350375
5tgi,44,4,0.838204,0.350917
5v2p,42,0,0.819938,0.305469
5v2p,42,1,0.823207,0.3117
5v2p,42,2,0.821221,0.305715
5v2p,42,3,0.816375,0.299703
5v2p,42,4,0.823818,0.312452
5v2p,43,0,0.829409,0.319729
5v2p,43,1,0.831244,0.319529
5v2p,43,2,0.825761,0.313709
5v2p,43,3,0.827607,0.319107
5v2p,43,4,0.820546,0.309777
5v2p,44,0,0.824112,0.31678
5v2p,44,1,0.819608,0.307992
5v2p,44,2,0.819055,0.308556
5v2p,44,3,0.821566,0.316452
5v2p,44,4,0.822974,0.31239
5v3r,42,0,0.676947,0.247139
5v3r,42,1,0.638247,0.221444
5v3r,42,2,0.656583,0.231256
5v3r,42,3,0.662742,0.235581
5v3r,42,4,0.63434,0.211659
5v3r,43,0,0.647752,0.225096
5v3r,43,1,0.635829,0.219964
5v3r,43,2,0.633654,0.212132
5v3r,43,3,0.615111,0.205433
5v3r,43,4,0.620071,0.211258
5v3r,44,0,0.6648,0.232648
5v3r,44,1,0.67451,0.23558
5v3r,44,2,0.658952,0.241013
5v3r,44,3,0.68472,0.238985
5v3r,44,4,0.62397,0.208069
5wfv,42,0,0.811048,0.328653
5wfv,42,1,0.83899,0.361217
5wfv,42,2,0.839991,0.356062
5wfv,42,3,0.84456,0.352494
5wfv,42,4,0.835485,0.349145
5wfv,43,0,0.845945,0.352494
5wfv,43,1,0.813144,0.330757
5wfv,43,2,0.8332,0.347833
5wfv,43,3,0.835293,0.347265
5wfv,43,4,0.82096,0.324336
5wfv,44,0,0.847392,0.368812
5wfv,44,1,0.844106,0.367546
5wfv,44,2,0.812602,0.327463
5wfv,44,3,0.851846,0.375431
5wfv,44,4,0.835071,0.346587
5wyi,42,0,0.038852,0.034379
5wyi,42,1,0.043637,0.042204
5wyi,42,2,0.127732,0.055693
5wyi,42,3,0.047242,0.044138
5wyi,42,4,0.191017,0.082387
5wyi,43,0,0.192357,0.05957
5wyi,43,1,0.015811,0.011051
5wyi,43,2,0.226996,0.049527
5wyi,43,3,0.145178,0.050153
5wyi,43,4,0.026548,0.015471
5wyi,44,0,0.022997,0.016269
5wyi,44,1,0.043867,0.033576
5wyi,44,2,0.025316,0.014308
5wyi,44,3,0.062794,0.036537
5wyi,44,4,0.197045,0.056533
5xhz,42,0,0.718912,0.462679
5xhz,42,1,0.722693,0.464533
5xhz,42,2,0.68816,0.43381
5xhz,42,3,0.722868,0.461792
5xhz,42,4,0.717458,0.451123
5xhz,43,0,0.698482,0.436246
5xhz,43,1,0.721462,0.455894
5xhz,43,2,0.696726,0.445642
5xhz,43,3,0.69917,0.436246
5xhz,43,4,0.714949,0.453154
5xhz,44,0,0.692106,0.444895
5xhz,44,1,0.719587,0.460213
5xhz,44,2,0.699109,0.447331
5xhz,44,3,0.700728,0.444895
5xhz,44,4,0.70489,0.444895
5xxq,42,0,0.831827,0.393117
5xxq,42,1,0.800969,0.303654
5xxq,42,2,0.833712,0.393117
5xxq,42,3,0.831286,0.397348
5xxq,42,4,0.851616,0.408247
5xxq,43,0,0.818137,0.375322
5xxq,43,1,0.843995,0.387218
5xxq,43,2,0.829404,0.394342
5xxq,43,3,0.827913,0.376196
5xxq,43,4,0.83948,0.388531
5xxq,44,0,0.842869,0.396762
5xxq,44,1,0.83151,0.393117
5xxq,44,2,0.83357,0.397021
5xxq,44,3,0.842249,0.399093
5xxq,44,4,0.840931,0.40804
5yay,42,0,0.83098,0.362867
5yay,42,1,0.845038,0.36829
5yay,42,2,0.827897,0.343118
5yay,42,3,0.843279,0.372233
5yay,42,4,0.830039,0.37785
5yay,43,0,0.83275,0.366113
5yay,43,1,0.838078,0.362301
5yay,43,2,0.801945,0.326827
5yay,43,3,0.856051,0.383556
5yay,43,4,0.827193,0.358637
5yay,44,0,0.837464,0.385772
5yay,44,1,0.834921,0.361651
5yay,44,2,0.858616,0.377033
5yay,44,3,0.87409,0.405769
5yay,44,4,0.818104,0.348957
6b27,42,0,0.698315,0.435082
6b27,42,1,0.709511,0.43885
6b27,42,2,0.652157,0.382641
6b27,42,3,0.682194,0.415115
6b27,42,4,0.734096,0.460109
6b27,43,0,0.742015,0.474374
6b27,43,1,0.714787,0.440972
6b27,43,2,0.711383,0.449612
6b27,43,3,0.731905,0.45486
6b27,43,4,0.739514,0.460109
6b27,44,0,0.60068,0.365289
6b27,44,1,0.745287,0.460109
6b27,44,2,0.662805,0.395126
6b27,44,3,0.647932,0.382641
6b27,44,4,0.723891,0.444099
6co4,42,0,0.830866,0.387912
6co4,42,1,0.818814,0.376095
6co4,42,2,0.831183,0.384651
6co4,42,3,0.822285,0.379728
6co4,42,4,0.822044,0.377611
6co4,43,0,0.831354,0.389608
6co4,43,1,0.832497,0.38657
6co4,43,2,0.83437,0.391269
6co4,43,3,0.832359,0.389985
6co4,43,4,0.830001,0.384303
6co4,44,0,0.82499,0.378517
6co4,44,1,0.830073,0.389985
6co4,44,2,0.829194,0.389189
6co4,44,3,0.822737,0.379775
6co4,44,4,0.82488,0.379231
6dei,42,0,0.070526,0.044789
6dei,42,1,0.024804,0.015237
6dei,42,2,0.019214,0.01426
6dei,42,3,0.029355,0.021754
6dei,42,4,0.258046,0.08439
6dei,43,0,0.224531,0.093051
6dei,43,1,0.095333,0.051143
6dei,43,2,0.164257,0.055519
6dei,43,3,0.040877,0.038914
6dei,43,4,0.101974,0.056418
6dei,44,0,0.097502,0.055358
6dei,44,1,0.150342,0.048671
6dei,44,2,0.063821,0.045238
6dei,44,3,0.024017,0.014896
6dei,44,4,0.093902,0.055691
6e5x,42,0,0.762285,0.342222
6e5x,42,1,0.763858,0.340502
6e5x,42,2,0.763284,0.341326
6e5x,42,3,0.767385,0.337978
6e5x,42,4,0.773494,0.338215
6e5x,43,0,0.761606,0.337082
6e5x,43,1,0.785735,0.357159
6e5x,43,2,0.766874,0.338676
6e5x,43,3,0.765718,0.341326
6e5x,43,4,0.770943,0.34016
6e5x,44,0,0.77075,0.34016
6e5x,44,1,0.778832,0.352715
6e5x,44,2,0.777,0.344876
6e5x,44,3,0.779521,0.349957
6e5x,44,4,0.768813,0.339144
6ej7,42,0,0.027561,0.014938
6ej7,42,1,0.022459,0.013413
6ej7,42,2,0.022798,0.014244
6ej7,42,3,0.030689,0.015299
6ej7,42,4,0.030524,0.014828
6ej7,43,0,0.021766,0.013358
6ej7,43,1,0.029253,0.014551
6ej7,43,2,0.020831,0.013949
6ej7,43,3,0.03188,0.015461
6ej7,43,4,0.021989,0.013878
6ej7,44,0,0.02173,0.013672
6ej7,44,1,0.031567,0.014974
6ej7,44,2,0.029729,0.015178
6ej7,44,3,0.02937,0.015594
6ej7,44,4,0.029925,0.014882
6f0w,42,0,0.847875,0.345036
6f0w,42,1,0.833172,0.321707
6f0w,42,2,0.856001,0.354264
6f0w,42,3,0.845858,0.328978
6f0w,42,4,0.8436,0.326473
6f0w,43,0,0.844425,0.334069
6f0w,43,1,0.849828,0.337069
6f0w,43,2,0.847472,0.333931
6f0w,43,3,0.840467,0.324178
6f0w,43,4,0.825338,0.30722
6f0w,44,0,0.845994,0.329681
6f0w,44,1,0.845157,0.335068
6f0w,44,2,0.846124,0.327611
6f0w,44,3,0.842312,0.330556
6f0w,44,4,0.835191,0.323708
6f0y,42,0,0.608669,0.167996
6f0y,42,1,0.609208,0.182996
6f0y,42,2,0.617208,0.203178
6f0y,42,3,0.640358,0.186923
6f0y,42,4,0.614336,0.168134
6f0y,43,0,0.613084,0.197821
6f0y,43,1,0.584629,0.174017
6f0y,43,2,0.619194,0.186801
6f0y,43,3,0.609674,0.18066
6f0y,43,4,0.612734,0.180829
6f0y,44,0,0.620118,0.184404
6f0y,44,1,0.629413,0.182717
6f0y,44,2,0.60731,0.183072
6f0y,44,3,0.609863,0.178278
6f0y,44,4,0.630212,0.180489
6f4s,42,0,0.060268,0.053579
6f4s,42,1,0.052992,0.023107
6f4s,42,2,0.052744,0.015052
6f4s,42,3,0.059399,0.021429
6f4s,42,4,0.063094,0.057868
6f4s,43,0,0.063291,0.051648
6f4s,43,1,0.062091,0.059974
6f4s,43,2,0.047566,0.014545
6f4s,43,3,0.0553,0.027927
6f4s,43,4,0.055268,0.027727
6f4s,44,0,0.055796,0.025731
6f4s,44,1,0.066453,0.065028
6f4s,44,2,0.053251,0.030458
6f4s,44,3,0.053824,0.02707
6f4s,44,4,0.044964,0.015183
6f6d,42,0,0.822504,0.234283
6f6d,42,1,0.813473,0.230868
6f6d,42,2,0.835864,0.263363
6f6d,42,3,0.832847,0.27155
6f6d,42,4,0.813361,0.234944
6f6d,43,0,0.838191,0.244726
6f6d,43,1,0.794717,0.223083
6f6d,43,2,0.800349,0.22017
6f6d,43,3,0.821163,0.23342
6f6d,43,4,0.797838,0.214041
6f6d,44,0,0.80026,0.215555
6f6d,44,1,0.824472,0.234962
6f6d,44,2,0.784798,0.211782
6f6d,44,3,0.818186,0.221103
6f6d,44,4,0.802746,0.216608
6fbk,42,0,0.571636,0.159345
6fbk,42,1,0.468822,0.12778
6fbk,42,2,0.500707,0.125935
6fbk,42,3,0.445371,0.111126
6fbk,42,4,0.401708,0.092307
6fbk,43,0,0.52784,0.131915
6fbk,43,1,0.518946,0.128728
6fbk,43,2,0.574747,0.158608
6fbk,43,3,0.431879,0.104152
6fbk,43,4,0.520829,0.133675
6fbk,44,0,0.565876,0.153405
6fbk,44,1,0.590304,0.162572
6fbk,44,2,0.458432,0.120668
6fbk,44,3,0.578531,0.157187
6fbk,44,4,0.544628,0.147917
6g5g,42,0,0.532862,0.130292
6g5g,42,1,0.520598,0.124347
6g5g,42,2,0.523037,0.124591
6g5g,42,3,0.537438,0.133949
6g5g,42,4,0.533581,0.126602
6g5g,43,0,0.536642,0.12385
6g5g,43,1,0.52707,0.125718
6g5g,43,2,0.526302,0.125985
6g5g,43,3,0.531651,0.123507
6g5g,43,4,0.529469,0.126727
6g5g,44,0,0.540326,0.130972
6g5g,44,1,0.526482,0.127117
6g5g,44,2,0.53037,0.125442
6g5g,44,3,0.511605,0.121445
6g5g,44,4,0.534782,0.129843
6h7b,42,0,0.75318,0.426674
6h7b,42,1,0.75072,0.425264
6h7b,42,2,0.744141,0.422715
6h7b,42,3,0.762122,0.430006
6h7b,42,4,0.755112,0.424508
6h7b,43,0,0.757643,0.424508
6h7b,43,1,0.755236,0.424508
6h7b,43,2,0.749711,0.423245
6h7b,43,3,0.745828,0.423548
6h7b,43,4,0.748137,0.423822
6h7b,44,0,0.775087,0.446715
6h7b,44,1,0.787698,0.465517
6h7b,44,2,0.775324,0.450425
6h7b,44,3,0.772788,0.435344
6h7b,44,4,0.777732,0.455933
